mark,symbol,position,time_fraction
colon,:,8,0.0
colon,:,37,0.0001
colon,:,53,0.0001
colon,:,56,0.0001
full_stop,.,59,0.0001
comma,",",68,0.0001
colon,:,90,0.0002
colon,:,106,0.0002
colon,:,109,0.0002
full_stop,.,112,0.0002
comma,",",121,0.0002
colon,:,134,0.0002
comma,",",140,0.0002
colon,:,152,0.0003
comma,",",160,0.0003
colon,:,172,0.0003
exclamation,!,197,0.0003
full_stop,.,317,0.0005
comma,",",341,0.0006
full_stop,.,443,0.0007
colon,:,463,0.0008
colon,:,489,0.0008
colon,:,709,0.0012
question_mark,?,865,0.0014
comma,",",1093,0.0018
question_mark,?,1174,0.002
comma,",",1181,0.002
comma,",",1188,0.002
full_stop,.,1257,0.0021
comma,",",1330,0.0022
comma,",",1399,0.0023
full_stop,.,1413,0.0024
exclamation,!,1541,0.0026
comma,",",1543,0.0026
colon,:,1560,0.0026
colon,:,1662,0.0028
colon,:,1691,0.0028
colon,:,1707,0.0029
colon,:,1710,0.0029
full_stop,.,1713,0.0029
comma,",",1722,0.0029
colon,:,1744,0.0029
colon,:,1760,0.0029
colon,:,1763,0.003
full_stop,.,1766,0.003
comma,",",1775,0.003
colon,:,1788,0.003
comma,",",1794,0.003
colon,:,1806,0.003
comma,",",1814,0.003
colon,:,1826,0.0031
comma,",",1832,0.0031
exclamation,!,1860,0.0031
comma,",",1929,0.0032
full_stop,.,2047,0.0034
comma,",",2158,0.0036
full_stop,.,2192,0.0037
colon,:,2232,0.0037
colon,:,2253,0.0038
comma,",",2467,0.0041
comma,",",2590,0.0043
comma,",",2693,0.0045
full_stop,.,2803,0.0047
comma,",",2845,0.0048
question_mark,?,3001,0.005
comma,",",3016,0.0051
exclamation,!,3166,0.0053
comma,",",3181,0.0053
colon,:,3198,0.0054
colon,:,3300,0.0055
colon,:,3329,0.0056
colon,:,3345,0.0056
colon,:,3348,0.0056
full_stop,.,3351,0.0056
comma,",",3360,0.0056
colon,:,3382,0.0057
colon,:,3398,0.0057
colon,:,3401,0.0057
full_stop,.,3404,0.0057
comma,",",3413,0.0057
colon,:,3426,0.0057
comma,",",3432,0.0058
colon,:,3444,0.0058
comma,",",3452,0.0058
colon,:,3464,0.0058
exclamation,!,3470,0.0058
exclamation,!,3526,0.0059
full_stop,.,3562,0.006
comma,",",3611,0.0061
full_stop,.,3659,0.0061
comma,",",3679,0.0062
comma,",",3688,0.0062
full_stop,.,3706,0.0062
full_stop,.,3799,0.0064
colon,:,3862,0.0065
comma,",",3882,0.0065
comma,",",3935,0.0066
full_stop,.,4082,0.0068
question_mark,?,4122,0.0069
question_mark,?,4254,0.0071
comma,",",4256,0.0071
colon,:,4273,0.0072
colon,:,4375,0.0073
colon,:,4404,0.0074
colon,:,4420,0.0074
colon,:,4423,0.0074
full_stop,.,4426,0.0074
comma,",",4435,0.0074
colon,:,4457,0.0075
colon,:,4473,0.0075
colon,:,4476,0.0075
full_stop,.,4479,0.0075
comma,",",4488,0.0075
colon,:,4501,0.0075
comma,",",4507,0.0076
colon,:,4519,0.0076
comma,",",4527,0.0076
colon,:,4539,0.0076
comma,",",4549,0.0076
exclamation,!,4586,0.0077
colon,:,4620,0.0077
comma,",",4926,0.0083
question_mark,?,4972,0.0083
colon,:,5027,0.0084
question_mark,?,5084,0.0085
question_mark,?,5161,0.0086
question_mark,?,5202,0.0087
question_mark,?,5280,0.0088
comma,",",5358,0.009
full_stop,.,5467,0.0092
full_stop,.,5559,0.0093
comma,",",5593,0.0094
question_mark,?,5643,0.0095
comma,",",5645,0.0095
colon,:,5662,0.0095
colon,:,5764,0.0097
colon,:,5793,0.0097
colon,:,5809,0.0097
colon,:,5812,0.0097
full_stop,.,5815,0.0097
comma,",",5824,0.0098
colon,:,5846,0.0098
colon,:,5862,0.0098
colon,:,5865,0.0098
full_stop,.,5868,0.0098
comma,",",5877,0.0098
colon,:,5890,0.0099
comma,",",5896,0.0099
colon,:,5908,0.0099
comma,",",5916,0.0099
colon,:,5928,0.0099
question_mark,?,5940,0.01
full_stop,.,6128,0.0103
colon,:,6153,0.0103
colon,:,6221,0.0104
full_stop,.,6476,0.0109
comma,",",6591,0.011
question_mark,?,6643,0.0111
full_stop,.,6756,0.0113
full_stop,.,6803,0.0114
full_stop,.,6951,0.0116
full_stop,.,7097,0.0119
full_stop,.,7172,0.012
question_mark,?,7217,0.0121
comma,",",7219,0.0121
colon,:,7236,0.0121
colon,:,7338,0.0123
colon,:,7367,0.0123
colon,:,7383,0.0124
colon,:,7386,0.0124
full_stop,.,7389,0.0124
comma,",",7398,0.0124
colon,:,7420,0.0124
colon,:,7436,0.0125
colon,:,7439,0.0125
full_stop,.,7442,0.0125
comma,",",7451,0.0125
colon,:,7464,0.0125
comma,",",7470,0.0125
colon,:,7482,0.0125
comma,",",7490,0.0126
colon,:,7502,0.0126
full_stop,.,7529,0.0126
full_stop,.,7646,0.0128
colon,:,7682,0.0129
comma,",",7731,0.013
full_stop,.,7754,0.013
full_stop,.,7877,0.0132
colon,:,7902,0.0132
full_stop,.,8018,0.0134
full_stop,.,8070,0.0135
comma,",",8149,0.0137
comma,",",8226,0.0138
full_stop,.,8282,0.0139
full_stop,.,8350,0.014
full_stop,.,8415,0.0141
full_stop,.,8483,0.0142
question_mark,?,8597,0.0144
full_stop,.,8642,0.0145
question_mark,?,8746,0.0147
comma,",",8748,0.0147
colon,:,8765,0.0147
colon,:,8867,0.0149
colon,:,8896,0.0149
colon,:,8912,0.0149
colon,:,8915,0.0149
full_stop,.,8918,0.0149
comma,",",8927,0.015
colon,:,8949,0.015
colon,:,8965,0.015
colon,:,8968,0.015
full_stop,.,8971,0.015
comma,",",8980,0.015
colon,:,8993,0.0151
comma,",",8999,0.0151
colon,:,9011,0.0151
comma,",",9019,0.0151
colon,:,9031,0.0151
full_stop,.,9056,0.0152
full_stop,.,9201,0.0154
comma,",",9227,0.0155
full_stop,.,9261,0.0155
full_stop,.,9438,0.0158
full_stop,.,9481,0.0159
comma,",",9568,0.016
full_stop,.,9639,0.0162
full_stop,.,9718,0.0163
full_stop,.,9753,0.0163
comma,",",9755,0.0163
colon,:,9772,0.0164
colon,:,9874,0.0165
colon,:,9903,0.0166
colon,:,9919,0.0166
colon,:,9922,0.0166
full_stop,.,9925,0.0166
comma,",",9934,0.0166
colon,:,9956,0.0167
colon,:,9972,0.0167
colon,:,9975,0.0167
full_stop,.,9978,0.0167
comma,",",9987,0.0167
colon,:,10000,0.0168
comma,",",10006,0.0168
colon,:,10018,0.0168
comma,",",10026,0.0168
colon,:,10038,0.0168
full_stop,.,10169,0.017
question_mark,?,10200,0.0171
exclamation,!,10232,0.0171
comma,",",10234,0.0171
colon,:,10251,0.0172
colon,:,10353,0.0173
colon,:,10382,0.0174
colon,:,10398,0.0174
colon,:,10401,0.0174
full_stop,.,10404,0.0174
comma,",",10413,0.0174
colon,:,10435,0.0175
colon,:,10451,0.0175
colon,:,10454,0.0175
full_stop,.,10457,0.0175
comma,",",10466,0.0175
colon,:,10479,0.0176
comma,",",10485,0.0176
colon,:,10497,0.0176
comma,",",10505,0.0176
colon,:,10517,0.0176
full_stop,.,10557,0.0177
full_stop,.,10608,0.0178
full_stop,.,10737,0.018
comma,",",10796,0.0181
comma,",",10818,0.0181
full_stop,.,10837,0.0182
full_stop,.,10959,0.0184
comma,",",11011,0.0185
full_stop,.,11060,0.0185
full_stop,.,11217,0.0188
full_stop,.,11317,0.019
full_stop,.,11334,0.019
question_mark,?,11368,0.019
comma,",",11370,0.0191
colon,:,11387,0.0191
colon,:,11489,0.0193
colon,:,11518,0.0193
colon,:,11534,0.0193
colon,:,11537,0.0193
full_stop,.,11540,0.0193
comma,",",11549,0.0194
colon,:,11571,0.0194
colon,:,11587,0.0194
colon,:,11590,0.0194
full_stop,.,11593,0.0194
comma,",",11602,0.0194
colon,:,11615,0.0195
comma,",",11621,0.0195
colon,:,11633,0.0195
comma,",",11641,0.0195
colon,:,11653,0.0195
full_stop,.,11668,0.0196
full_stop,.,11696,0.0196
comma,",",11825,0.0198
full_stop,.,11877,0.0199
full_stop,.,11982,0.0201
full_stop,.,12054,0.0202
comma,",",12092,0.0203
full_stop,.,12112,0.0203
question_mark,?,12188,0.0204
comma,",",12294,0.0206
full_stop,.,12358,0.0207
full_stop,.,12402,0.0208
full_stop,.,12552,0.021
comma,",",12602,0.0211
question_mark,?,12619,0.0211
comma,",",12621,0.0211
colon,:,12638,0.0212
colon,:,12740,0.0213
colon,:,12769,0.0214
colon,:,12785,0.0214
colon,:,12788,0.0214
full_stop,.,12791,0.0214
comma,",",12800,0.0214
colon,:,12822,0.0215
colon,:,12838,0.0215
colon,:,12841,0.0215
full_stop,.,12844,0.0215
comma,",",12853,0.0215
colon,:,12866,0.0216
comma,",",12872,0.0216
colon,:,12884,0.0216
comma,",",12892,0.0216
colon,:,12904,0.0216
full_stop,.,12950,0.0217
colon,:,12985,0.0218
full_stop,.,13294,0.0223
colon,:,13335,0.0223
comma,",",13391,0.0224
comma,",",13473,0.0226
comma,",",13669,0.0229
question_mark,?,13749,0.023
comma,",",13780,0.0231
full_stop,.,13841,0.0232
comma,",",13899,0.0233
full_stop,.,14017,0.0235
full_stop,.,14060,0.0236
comma,",",14062,0.0236
colon,:,14079,0.0236
colon,:,14181,0.0238
colon,:,14210,0.0238
colon,:,14226,0.0238
colon,:,14229,0.0238
full_stop,.,14232,0.0238
comma,",",14241,0.0239
colon,:,14263,0.0239
colon,:,14279,0.0239
colon,:,14282,0.0239
full_stop,.,14285,0.0239
comma,",",14294,0.024
colon,:,14307,0.024
comma,",",14313,0.024
colon,:,14325,0.024
comma,",",14333,0.024
colon,:,14345,0.024
comma,",",14481,0.0243
full_stop,.,14541,0.0244
colon,:,14604,0.0245
comma,",",14798,0.0248
full_stop,.,14846,0.0249
full_stop,.,14885,0.0249
full_stop,.,14988,0.0251
full_stop,.,15013,0.0252
question_mark,?,15054,0.0252
comma,",",15056,0.0252
colon,:,15073,0.0253
colon,:,15175,0.0254
colon,:,15204,0.0255
colon,:,15220,0.0255
colon,:,15223,0.0255
full_stop,.,15226,0.0255
comma,",",15235,0.0255
colon,:,15257,0.0256
colon,:,15273,0.0256
colon,:,15276,0.0256
full_stop,.,15279,0.0256
comma,",",15288,0.0256
colon,:,15301,0.0256
comma,",",15307,0.0256
colon,:,15319,0.0257
comma,",",15327,0.0257
colon,:,15339,0.0257
question_mark,?,15351,0.0257
full_stop,.,15383,0.0258
full_stop,.,15429,0.0259
comma,",",15461,0.0259
comma,",",15511,0.026
full_stop,.,15616,0.0262
full_stop,.,15636,0.0262
full_stop,.,15742,0.0264
full_stop,.,15780,0.0264
comma,",",15839,0.0265
comma,",",15848,0.0266
full_stop,.,15939,0.0267
full_stop,.,15983,0.0268
full_stop,.,16060,0.0269
full_stop,.,16226,0.0272
full_stop,.,16299,0.0273
full_stop,.,16385,0.0275
full_stop,.,16479,0.0276
comma,",",16495,0.0276
comma,",",16512,0.0277
full_stop,.,16548,0.0277
full_stop,.,16620,0.0278
full_stop,.,16723,0.028
full_stop,.,16739,0.028
full_stop,.,16788,0.0281
question_mark,?,16829,0.0282
comma,",",16831,0.0282
colon,:,16848,0.0282
colon,:,16950,0.0284
colon,:,16979,0.0285
colon,:,16995,0.0285
colon,:,16998,0.0285
full_stop,.,17001,0.0285
comma,",",17010,0.0285
colon,:,17032,0.0285
colon,:,17048,0.0286
colon,:,17051,0.0286
full_stop,.,17054,0.0286
comma,",",17063,0.0286
colon,:,17076,0.0286
comma,",",17082,0.0286
colon,:,17094,0.0286
comma,",",17102,0.0287
colon,:,17114,0.0287
full_stop,.,17171,0.0288
comma,",",17248,0.0289
comma,",",17263,0.0289
full_stop,.,17350,0.0291
full_stop,.,17417,0.0292
full_stop,.,17596,0.0295
colon,:,17648,0.0296
full_stop,.,17690,0.0296
full_stop,.,17933,0.03
full_stop,.,17977,0.0301
full_stop,.,18126,0.0304
full_stop,.,18167,0.0304
colon,:,18190,0.0305
full_stop,.,18266,0.0306
comma,",",18294,0.0307
full_stop,.,18363,0.0308
full_stop,.,18509,0.031
comma,",",18564,0.0311
question_mark,?,18603,0.0312
question_mark,?,18691,0.0313
comma,",",18707,0.0313
comma,",",18727,0.0314
full_stop,.,18761,0.0314
comma,",",18763,0.0314
colon,:,18780,0.0315
colon,:,18882,0.0316
colon,:,18911,0.0317
colon,:,18927,0.0317
colon,:,18930,0.0317
full_stop,.,18933,0.0317
comma,",",18942,0.0317
colon,:,18964,0.0318
colon,:,18980,0.0318
colon,:,18983,0.0318
full_stop,.,18986,0.0318
comma,",",18995,0.0318
colon,:,19008,0.0319
comma,",",19014,0.0319
colon,:,19026,0.0319
comma,",",19034,0.0319
colon,:,19046,0.0319
full_stop,.,19116,0.032
full_stop,.,19273,0.0323
full_stop,.,19362,0.0324
full_stop,.,19411,0.0325
comma,",",19458,0.0326
full_stop,.,19553,0.0328
full_stop,.,19614,0.0329
comma,",",19723,0.033
full_stop,.,19805,0.0332
colon,:,19855,0.0333
full_stop,.,20002,0.0335
comma,",",20054,0.0336
full_stop,.,20094,0.0337
full_stop,.,20148,0.0338
full_stop,.,20198,0.0338
full_stop,.,20249,0.0339
full_stop,.,20319,0.034
comma,",",20381,0.0342
question_mark,?,20446,0.0343
comma,",",20448,0.0343
colon,:,20465,0.0343
colon,:,20567,0.0345
colon,:,20596,0.0345
colon,:,20612,0.0345
colon,:,20615,0.0345
full_stop,.,20618,0.0345
comma,",",20627,0.0346
colon,:,20649,0.0346
colon,:,20665,0.0346
colon,:,20668,0.0346
full_stop,.,20671,0.0346
comma,",",20680,0.0347
colon,:,20693,0.0347
comma,",",20699,0.0347
colon,:,20711,0.0347
comma,",",20719,0.0347
colon,:,20731,0.0347
full_stop,.,20741,0.0348
colon,:,20783,0.0348
comma,",",20944,0.0351
comma,",",20956,0.0351
full_stop,.,21128,0.0354
full_stop,.,21174,0.0355
comma,",",21208,0.0355
full_stop,.,21224,0.0356
comma,",",21268,0.0356
comma,",",21281,0.0357
comma,",",21299,0.0357
comma,",",21319,0.0357
full_stop,.,21461,0.036
question_mark,?,21523,0.0361
comma,",",21525,0.0361
colon,:,21542,0.0361
colon,:,21644,0.0363
colon,:,21673,0.0363
colon,:,21689,0.0363
colon,:,21692,0.0363
full_stop,.,21695,0.0364
comma,",",21704,0.0364
colon,:,21726,0.0364
colon,:,21742,0.0364
colon,:,21745,0.0364
full_stop,.,21748,0.0364
comma,",",21757,0.0365
colon,:,21770,0.0365
comma,",",21776,0.0365
colon,:,21788,0.0365
comma,",",21796,0.0365
colon,:,21808,0.0365
full_stop,.,21816,0.0366
full_stop,.,21840,0.0366
comma,",",21957,0.0368
comma,",",21976,0.0368
full_stop,.,21995,0.0369
full_stop,.,22089,0.037
full_stop,.,22106,0.037
comma,",",22108,0.037
colon,:,22125,0.0371
colon,:,22227,0.0372
colon,:,22256,0.0373
colon,:,22272,0.0373
colon,:,22275,0.0373
full_stop,.,22278,0.0373
comma,",",22287,0.0373
colon,:,22309,0.0374
colon,:,22325,0.0374
colon,:,22328,0.0374
full_stop,.,22331,0.0374
comma,",",22340,0.0374
colon,:,22353,0.0375
comma,",",22359,0.0375
colon,:,22371,0.0375
comma,",",22379,0.0375
colon,:,22391,0.0375
full_stop,.,22470,0.0377
full_stop,.,22568,0.0378
full_stop,.,22601,0.0379
full_stop,.,22620,0.0379
comma,",",22644,0.0379
comma,",",22656,0.038
full_stop,.,22720,0.0381
full_stop,.,22866,0.0383
full_stop,.,22912,0.0384
full_stop,.,22953,0.0385
full_stop,.,22991,0.0385
full_stop,.,23078,0.0387
comma,",",23179,0.0388
comma,",",23223,0.0389
full_stop,.,23285,0.039
full_stop,.,23322,0.0391
comma,",",23329,0.0391
comma,",",23341,0.0391
full_stop,.,23354,0.0391
full_stop,.,23374,0.0392
full_stop,.,23395,0.0392
full_stop,.,23469,0.0393
full_stop,.,23626,0.0396
full_stop,.,23699,0.0397
comma,",",23746,0.0398
question_mark,?,23792,0.0399
comma,",",23794,0.0399
colon,:,23811,0.0399
colon,:,23913,0.0401
colon,:,23942,0.0401
colon,:,23958,0.0401
colon,:,23961,0.0401
full_stop,.,23964,0.0402
comma,",",23973,0.0402
colon,:,23995,0.0402
colon,:,24011,0.0402
colon,:,24014,0.0402
full_stop,.,24017,0.0402
comma,",",24026,0.0403
colon,:,24039,0.0403
comma,",",24045,0.0403
colon,:,24057,0.0403
comma,",",24065,0.0403
colon,:,24077,0.0403
full_stop,.,24258,0.0406
full_stop,.,24338,0.0408
full_stop,.,24388,0.0409
comma,",",24449,0.041
comma,",",24460,0.041
full_stop,.,24475,0.041
full_stop,.,24497,0.041
full_stop,.,24516,0.0411
full_stop,.,24580,0.0412
colon,:,24622,0.0413
comma,",",24649,0.0413
full_stop,.,24678,0.0414
full_stop,.,24786,0.0415
comma,",",24891,0.0417
comma,",",24899,0.0417
comma,",",24909,0.0417
comma,",",24951,0.0418
full_stop,.,24969,0.0418
full_stop,.,25012,0.0419
full_stop,.,25058,0.042
full_stop,.,25173,0.0422
full_stop,.,25327,0.0424
full_stop,.,25538,0.0428
comma,",",25618,0.0429
full_stop,.,25627,0.0429
question_mark,?,25691,0.043
comma,",",25693,0.0431
colon,:,25710,0.0431
colon,:,25812,0.0433
colon,:,25841,0.0433
colon,:,25857,0.0433
colon,:,25860,0.0433
full_stop,.,25863,0.0433
comma,",",25872,0.0434
colon,:,25894,0.0434
colon,:,25910,0.0434
colon,:,25913,0.0434
full_stop,.,25916,0.0434
comma,",",25925,0.0434
colon,:,25938,0.0435
comma,",",25944,0.0435
colon,:,25956,0.0435
comma,",",25964,0.0435
colon,:,25976,0.0435
full_stop,.,25988,0.0435
full_stop,.,26051,0.0437
comma,",",26053,0.0437
colon,:,26070,0.0437
comma,",",26078,0.0437
colon,:,26105,0.0437
colon,:,26121,0.0438
colon,:,26124,0.0438
full_stop,.,26127,0.0438
comma,",",26136,0.0438
colon,:,26158,0.0438
colon,:,26174,0.0439
colon,:,26177,0.0439
full_stop,.,26180,0.0439
comma,",",26189,0.0439
colon,:,26202,0.0439
comma,",",26208,0.0439
colon,:,26220,0.0439
comma,",",26232,0.044
colon,:,26242,0.044
comma,",",26276,0.044
colon,:,26288,0.044
comma,",",26296,0.0441
colon,:,26309,0.0441
colon,:,26332,0.0441
comma,",",26365,0.0442
colon,:,26379,0.0442
full_stop,.,26400,0.0442
comma,",",26406,0.0442
colon,:,26426,0.0443
comma,",",26439,0.0443
comma,",",26466,0.0443
colon,:,26481,0.0444
comma,",",26514,0.0444
colon,:,26538,0.0445
comma,",",26544,0.0445
colon,:,26572,0.0445
comma,",",26578,0.0445
colon,:,26595,0.0446
comma,",",26603,0.0446
colon,:,26618,0.0446
comma,",",26624,0.0446
colon,:,26647,0.0447
colon,:,26663,0.0447
comma,",",26671,0.0447
colon,:,26685,0.0447
comma,",",26724,0.0448
colon,:,26748,0.0448
comma,",",26754,0.0448
colon,:,26774,0.0449
comma,",",26780,0.0449
colon,:,26798,0.0449
comma,",",26804,0.0449
colon,:,26826,0.045
comma,",",26836,0.045
colon,:,26863,0.045
comma,",",26869,0.045
colon,:,26891,0.0451
comma,",",26897,0.0451
colon,:,26910,0.0451
comma,",",26916,0.0451
colon,:,26928,0.0451
comma,",",26943,0.0451
colon,:,26962,0.0452
comma,",",26996,0.0452
colon,:,27008,0.0453
comma,",",27016,0.0453
colon,:,27031,0.0453
colon,:,27057,0.0453
comma,",",27065,0.0454
colon,:,27081,0.0454
colon,:,27177,0.0455
colon,:,27779,0.0465
semicolon,;,27791,0.0466
colon,:,27802,0.0466
semicolon,;,27808,0.0466
comma,",",27825,0.0466
colon,:,27844,0.0467
semicolon,;,27852,0.0467
colon,:,27859,0.0467
semicolon,;,27865,0.0467
colon,:,27919,0.0468
comma,",",27934,0.0468
comma,",",27943,0.0468
semicolon,;,27954,0.0468
colon,:,27978,0.0469
semicolon,;,27984,0.0469
colon,:,28004,0.0469
semicolon,;,28013,0.0469
colon,:,28044,0.047
comma,",",28087,0.0471
comma,",",28105,0.0471
comma,",",28145,0.0472
comma,",",28155,0.0472
semicolon,;,28173,0.0472
colon,:,28204,0.0473
semicolon,;,28213,0.0473
colon,:,28243,0.0473
semicolon,;,28254,0.0473
colon,:,28290,0.0474
semicolon,;,28300,0.0474
colon,:,28322,0.0475
semicolon,;,28328,0.0475
colon,:,28354,0.0475
full_stop,.,28357,0.0475
semicolon,;,28359,0.0475
colon,:,28380,0.0476
semicolon,;,28383,0.0476
full_stop,.,28959,0.0485
colon,:,28997,0.0486
semicolon,;,29005,0.0486
colon,:,29025,0.0486
semicolon,;,29031,0.0486
colon,:,29052,0.0487
semicolon,;,29063,0.0487
colon,:,29084,0.0487
semicolon,;,29104,0.0488
colon,:,29132,0.0488
semicolon,;,29138,0.0488
colon,:,29160,0.0489
semicolon,;,29165,0.0489
colon,:,29196,0.0489
semicolon,;,29205,0.0489
colon,:,29228,0.049
semicolon,;,29236,0.049
full_stop,.,29268,0.049
colon,:,29304,0.0491
semicolon,;,29310,0.0491
colon,:,29331,0.0491
semicolon,;,29339,0.0492
colon,:,29360,0.0492
semicolon,;,29379,0.0492
colon,:,29407,0.0493
semicolon,;,29413,0.0493
colon,:,29435,0.0493
semicolon,;,29441,0.0493
colon,:,29472,0.0494
semicolon,;,29481,0.0494
colon,:,29504,0.0494
semicolon,;,29514,0.0495
colon,:,29537,0.0495
semicolon,;,29545,0.0495
colon,:,29594,0.0496
colon,:,29632,0.0497
semicolon,;,29638,0.0497
full_stop,.,29655,0.0497
colon,:,29676,0.0497
semicolon,;,29681,0.0497
colon,:,29690,0.0497
semicolon,;,29696,0.0498
colon,:,29711,0.0498
semicolon,;,29717,0.0498
full_stop,.,29734,0.0498
colon,:,29776,0.0499
semicolon,;,29782,0.0499
colon,:,29814,0.05
semicolon,;,29820,0.05
colon,:,29849,0.05
comma,",",29868,0.05
semicolon,;,29888,0.0501
comma,",",30478,0.0511
comma,",",30482,0.0511
colon,:,30508,0.0511
semicolon,;,30528,0.0512
colon,:,30556,0.0512
semicolon,;,30562,0.0512
colon,:,30593,0.0513
semicolon,;,30602,0.0513
colon,:,30627,0.0513
comma,",",30645,0.0513
comma,",",30647,0.0514
comma,",",30649,0.0514
full_stop,.,30651,0.0514
semicolon,;,30654,0.0514
colon,:,30682,0.0514
semicolon,;,30688,0.0514
colon,:,30713,0.0515
semicolon,;,30721,0.0515
colon,:,30741,0.0515
semicolon,;,30750,0.0515
colon,:,30770,0.0516
semicolon,;,30776,0.0516
colon,:,30800,0.0516
semicolon,;,30812,0.0516
colon,:,30848,0.0517
full_stop,.,30851,0.0517
semicolon,;,30855,0.0517
colon,:,30864,0.0517
semicolon,;,30870,0.0517
colon,:,30897,0.0518
full_stop,.,30900,0.0518
semicolon,;,30904,0.0518
colon,:,30913,0.0518
semicolon,;,30918,0.0518
colon,:,30930,0.0518
semicolon,;,30936,0.0518
colon,:,30963,0.0519
full_stop,.,30966,0.0519
semicolon,;,30970,0.0519
colon,:,30979,0.0519
semicolon,;,30984,0.0519
colon,:,31007,0.052
semicolon,;,31016,0.052
colon,:,31027,0.052
semicolon,;,31032,0.052
colon,:,31047,0.052
semicolon,;,31053,0.052
colon,:,31104,0.0521
comma,",",31119,0.0521
comma,",",31128,0.0522
semicolon,;,31139,0.0522
colon,:,31164,0.0522
semicolon,;,31173,0.0522
colon,:,31197,0.0523
semicolon,;,31203,0.0523
colon,:,31223,0.0523
semicolon,;,31232,0.0523
colon,:,31263,0.0524
semicolon,;,31272,0.0524
colon,:,31293,0.0524
semicolon,;,31313,0.0525
colon,:,31341,0.0525
semicolon,;,31347,0.0525
colon,:,31369,0.0526
semicolon,;,31374,0.0526
colon,:,31394,0.0526
semicolon,;,31400,0.0526
colon,:,31421,0.0526
semicolon,;,31434,0.0527
colon,:,31460,0.0527
full_stop,.,31463,0.0527
semicolon,;,31465,0.0527
colon,:,31489,0.0528
semicolon,;,31501,0.0528
colon,:,31542,0.0529
semicolon,;,31551,0.0529
colon,:,31568,0.0529
semicolon,;,31574,0.0529
colon,:,31586,0.0529
full_stop,.,31593,0.0529
semicolon,;,31601,0.053
colon,:,31615,0.053
colon,:,31629,0.053
semicolon,;,31638,0.053
colon,:,31655,0.053
semicolon,;,31666,0.0531
comma,",",31700,0.0531
colon,:,31716,0.0531
comma,",",31770,0.0532
colon,:,31786,0.0533
comma,",",31793,0.0533
colon,:,31819,0.0533
comma,",",31825,0.0533
colon,:,31837,0.0533
comma,",",31843,0.0534
colon,:,31858,0.0534
comma,",",31864,0.0534
colon,:,31888,0.0534
comma,",",31894,0.0534
colon,:,31916,0.0535
comma,",",31922,0.0535
colon,:,31950,0.0535
comma,",",31956,0.0535
colon,:,31973,0.0536
comma,",",31981,0.0536
colon,:,32004,0.0536
colon,:,32020,0.0537
comma,",",32034,0.0537
colon,:,32054,0.0537
colon,:,32070,0.0537
comma,",",32080,0.0538
colon,:,32090,0.0538
colon,:,32144,0.0539
colon,:,32793,0.0549
semicolon,;,32805,0.055
colon,:,32816,0.055
semicolon,;,32822,0.055
comma,",",32832,0.055
colon,:,32851,0.055
semicolon,;,32859,0.0551
colon,:,32866,0.0551
semicolon,;,32872,0.0551
colon,:,32905,0.0551
comma,",",32920,0.0552
comma,",",32929,0.0552
semicolon,;,32940,0.0552
colon,:,32957,0.0552
semicolon,;,32963,0.0552
colon,:,32976,0.0553
semicolon,;,32985,0.0553
colon,:,33009,0.0553
comma,",",33045,0.0554
comma,",",33063,0.0554
comma,",",33096,0.0555
comma,",",33106,0.0555
semicolon,;,33124,0.0555
colon,:,33148,0.0555
semicolon,;,33157,0.0556
colon,:,33180,0.0556
semicolon,;,33191,0.0556
colon,:,33220,0.0557
semicolon,;,33230,0.0557
colon,:,33245,0.0557
semicolon,;,33251,0.0557
colon,:,33270,0.0557
full_stop,.,33273,0.0558
semicolon,;,33275,0.0558
colon,:,33289,0.0558
semicolon,;,33292,0.0558
full_stop,.,33908,0.0568
colon,:,33939,0.0569
semicolon,;,33947,0.0569
colon,:,33960,0.0569
semicolon,;,33966,0.0569
colon,:,33980,0.0569
semicolon,;,33991,0.057
colon,:,34005,0.057
semicolon,;,34025,0.057
colon,:,34046,0.057
semicolon,;,34052,0.0571
colon,:,34067,0.0571
semicolon,;,34072,0.0571
colon,:,34096,0.0571
semicolon,;,34105,0.0571
colon,:,34121,0.0572
semicolon,;,34129,0.0572
full_stop,.,34140,0.0572
colon,:,34169,0.0573
semicolon,;,34175,0.0573
colon,:,34189,0.0573
semicolon,;,34197,0.0573
colon,:,34211,0.0573
semicolon,;,34230,0.0574
colon,:,34251,0.0574
semicolon,;,34257,0.0574
colon,:,34272,0.0574
semicolon,;,34278,0.0574
colon,:,34302,0.0575
semicolon,;,34311,0.0575
colon,:,34327,0.0575
semicolon,;,34337,0.0575
colon,:,34353,0.0576
semicolon,;,34361,0.0576
colon,:,34389,0.0576
colon,:,34420,0.0577
semicolon,;,34426,0.0577
full_stop,.,34436,0.0577
colon,:,34457,0.0577
semicolon,;,34462,0.0577
colon,:,34471,0.0578
semicolon,;,34477,0.0578
colon,:,34492,0.0578
semicolon,;,34498,0.0578
full_stop,.,34508,0.0578
colon,:,34543,0.0579
semicolon,;,34549,0.0579
colon,:,34574,0.0579
semicolon,;,34580,0.0579
colon,:,34602,0.058
comma,",",34621,0.058
semicolon,;,34641,0.058
comma,",",35264,0.0591
comma,",",35268,0.0591
colon,:,35287,0.0591
semicolon,;,35307,0.0592
colon,:,35328,0.0592
semicolon,;,35334,0.0592
colon,:,35358,0.0592
semicolon,;,35367,0.0593
colon,:,35385,0.0593
comma,",",35403,0.0593
comma,",",35405,0.0593
