mark,symbol,position,time_fraction
colon,:,560387,0.939
semicolon,;,560393,0.939
colon,:,560400,0.939
semicolon,;,560409,0.939
full_stop,.,560423,0.9391
colon,:,560447,0.9391
semicolon,;,560456,0.9391
colon,:,560468,0.9391
semicolon,;,560476,0.9391
full_stop,.,560539,0.9392
colon,:,560588,0.9393
semicolon,;,560597,0.9393
colon,:,560619,0.9394
semicolon,;,560625,0.9394
colon,:,560654,0.9394
semicolon,;,560660,0.9395
colon,:,560683,0.9395
semicolon,;,560686,0.9395
colon,:,560708,0.9395
semicolon,;,560716,0.9395
colon,:,560742,0.9396
semicolon,;,560750,0.9396
colon,:,560774,0.9396
semicolon,;,560782,0.9397
colon,:,560806,0.9397
semicolon,;,560816,0.9397
full_stop,.,560843,0.9398
colon,:,560885,0.9398
semicolon,;,560891,0.9398
colon,:,560913,0.9399
semicolon,;,560920,0.9399
colon,:,560943,0.9399
semicolon,;,560949,0.9399
colon,:,560979,0.94
semicolon,;,560987,0.94
colon,:,561018,0.9401
semicolon,;,561026,0.9401
colon,:,561053,0.9401
semicolon,;,561061,0.9401
colon,:,561093,0.9402
semicolon,;,561102,0.9402
colon,:,561123,0.9402
semicolon,;,561129,0.9402
full_stop,.,561156,0.9403
colon,:,561193,0.9403
semicolon,;,561198,0.9404
colon,:,561213,0.9404
semicolon,;,561219,0.9404
colon,:,561228,0.9404
full_stop,.,561231,0.9404
semicolon,;,561233,0.9404
full_stop,.,561247,0.9404
colon,:,561284,0.9405
full_stop,.,561287,0.9405
semicolon,;,561291,0.9405
colon,:,561300,0.9405
full_stop,.,561303,0.9405
semicolon,;,561305,0.9405
colon,:,561312,0.9405
semicolon,;,561318,0.9406
colon,:,561334,0.9406
full_stop,.,561337,0.9406
semicolon,;,561341,0.9406
full_stop,.,561358,0.9406
colon,:,561400,0.9407
semicolon,;,561406,0.9407
colon,:,561432,0.9407
semicolon,;,561439,0.9408
colon,:,561465,0.9408
semicolon,;,561472,0.9408
colon,:,561495,0.9409
semicolon,;,561502,0.9409
colon,:,561524,0.9409
semicolon,;,561527,0.9409
colon,:,561550,0.9409
semicolon,;,561553,0.9409
colon,:,561575,0.941
semicolon,;,561581,0.941
colon,:,561610,0.941
semicolon,;,561613,0.941
full_stop,.,561640,0.9411
colon,:,561682,0.9412
full_stop,.,561685,0.9412
semicolon,;,561690,0.9412
colon,:,561711,0.9412
semicolon,;,561717,0.9412
colon,:,561743,0.9413
semicolon,;,561751,0.9413
colon,:,561773,0.9413
semicolon,;,561776,0.9413
colon,:,561799,0.9414
semicolon,;,561810,0.9414
colon,:,561836,0.9414
semicolon,;,561845,0.9414
colon,:,561867,0.9415
semicolon,;,561873,0.9415
colon,:,561899,0.9415
semicolon,;,561905,0.9415
full_stop,.,561932,0.9416
colon,:,561974,0.9417
semicolon,;,561980,0.9417
colon,:,562001,0.9417
semicolon,;,562010,0.9417
colon,:,562033,0.9418
semicolon,;,562046,0.9418
colon,:,562071,0.9418
full_stop,.,562074,0.9418
semicolon,;,562078,0.9418
colon,:,562109,0.9419
semicolon,;,562115,0.9419
colon,:,562145,0.9419
full_stop,.,562148,0.9419
semicolon,;,562153,0.942
colon,:,562183,0.942
semicolon,;,562194,0.942
colon,:,562217,0.9421
semicolon,;,562224,0.9421
colon,:,562250,0.9421
semicolon,;,562256,0.9421
colon,:,562282,0.9422
semicolon,;,562291,0.9422
full_stop,.,562356,0.9423
colon,:,562399,0.9424
semicolon,;,562408,0.9424
colon,:,562430,0.9424
semicolon,;,562450,0.9425
colon,:,562479,0.9425
semicolon,;,562485,0.9425
colon,:,562507,0.9425
semicolon,;,562515,0.9426
colon,:,562539,0.9426
semicolon,;,562547,0.9426
full_stop,.,562574,0.9427
colon,:,562624,0.9427
semicolon,;,562633,0.9428
colon,:,562654,0.9428
semicolon,;,562661,0.9428
colon,:,562684,0.9428
semicolon,;,562695,0.9429
colon,:,562718,0.9429
semicolon,;,562724,0.9429
colon,:,562751,0.943
semicolon,;,562759,0.943
colon,:,562778,0.943
semicolon,;,562784,0.943
full_stop,.,562811,0.9431
colon,:,562840,0.9431
semicolon,;,562843,0.9431
colon,:,562850,0.9431
semicolon,;,562857,0.9431
full_stop,.,562874,0.9432
colon,:,562906,0.9432
semicolon,;,562915,0.9432
colon,:,562922,0.9432
semicolon,;,562931,0.9433
colon,:,562940,0.9433
semicolon,;,562950,0.9433
colon,:,562965,0.9433
semicolon,;,562971,0.9433
colon,:,562982,0.9433
full_stop,.,562985,0.9433
semicolon,;,562989,0.9434
colon,:,563002,0.9434
semicolon,;,563008,0.9434
full_stop,.,563025,0.9434
colon,:,563050,0.9435
semicolon,;,563056,0.9435
full_stop,.,563106,0.9436
colon,:,563156,0.9436
semicolon,;,563165,0.9436
colon,:,563187,0.9437
semicolon,;,563203,0.9437
colon,:,563232,0.9438
semicolon,;,563238,0.9438
colon,:,563261,0.9438
semicolon,;,563272,0.9438
colon,:,563294,0.9439
semicolon,;,563302,0.9439
colon,:,563327,0.9439
full_stop,.,563330,0.9439
semicolon,;,563335,0.9439
colon,:,563358,0.944
semicolon,;,563364,0.944
colon,:,563389,0.944
semicolon,;,563395,0.944
colon,:,563414,0.9441
semicolon,;,563420,0.9441
full_stop,.,563447,0.9441
colon,:,563471,0.9442
semicolon,;,563477,0.9442
colon,:,563482,0.9442
semicolon,;,563487,0.9442
full_stop,.,563501,0.9442
colon,:,563530,0.9443
semicolon,;,563536,0.9443
colon,:,563543,0.9443
semicolon,;,563552,0.9443
full_stop,.,563566,0.9443
colon,:,563589,0.9444
semicolon,;,563595,0.9444
full_stop,.,563641,0.9444
colon,:,563687,0.9445
semicolon,;,563696,0.9445
colon,:,563718,0.9446
semicolon,;,563738,0.9446
colon,:,563767,0.9447
semicolon,;,563773,0.9447
colon,:,563796,0.9447
semicolon,;,563802,0.9447
colon,:,563831,0.9448
semicolon,;,563837,0.9448
colon,:,563864,0.9448
semicolon,;,563875,0.9448
colon,:,563900,0.9449
full_stop,.,563903,0.9449
semicolon,;,563907,0.9449
colon,:,563934,0.9449
semicolon,;,563944,0.945
colon,:,563965,0.945
semicolon,;,563974,0.945
full_stop,.,564001,0.945
colon,:,564048,0.9451
semicolon,;,564054,0.9451
colon,:,564075,0.9452
semicolon,;,564084,0.9452
colon,:,564113,0.9452
semicolon,;,564118,0.9452
colon,:,564141,0.9453
semicolon,;,564148,0.9453
colon,:,564179,0.9453
semicolon,;,564190,0.9454
colon,:,564227,0.9454
semicolon,;,564235,0.9454
colon,:,564272,0.9455
semicolon,;,564281,0.9455
full_stop,.,564308,0.9456
colon,:,564359,0.9456
semicolon,;,564368,0.9457
colon,:,564390,0.9457
semicolon,;,564410,0.9457
colon,:,564439,0.9458
semicolon,;,564445,0.9458
colon,:,564468,0.9458
semicolon,;,564474,0.9458
colon,:,564500,0.9459
semicolon,;,564508,0.9459
colon,:,564529,0.9459
semicolon,;,564538,0.9459
colon,:,564564,0.946
semicolon,;,564570,0.946
full_stop,.,564630,0.9461
colon,:,564674,0.9462
semicolon,;,564680,0.9462
colon,:,564707,0.9462
semicolon,;,564715,0.9462
colon,:,564734,0.9463
semicolon,;,564740,0.9463
colon,:,564762,0.9463
semicolon,;,564770,0.9463
colon,:,564796,0.9464
semicolon,;,564805,0.9464
colon,:,564828,0.9464
semicolon,;,564834,0.9464
colon,:,564856,0.9465
semicolon,;,564876,0.9465
colon,:,564905,0.9466
semicolon,;,564911,0.9466
colon,:,564936,0.9466
semicolon,;,564942,0.9466
full_stop,.,564969,0.9467
colon,:,565011,0.9467
semicolon,;,565020,0.9468
colon,:,565043,0.9468
semicolon,;,565049,0.9468
colon,:,565078,0.9469
semicolon,;,565083,0.9469
colon,:,565106,0.9469
semicolon,;,565112,0.9469
colon,:,565139,0.947
semicolon,;,565147,0.947
colon,:,565178,0.947
semicolon,;,565186,0.947
colon,:,565208,0.9471
semicolon,;,565228,0.9471
colon,:,565255,0.9472
semicolon,;,565258,0.9472
full_stop,.,565285,0.9472
colon,:,565307,0.9472
semicolon,;,565310,0.9472
colon,:,565321,0.9473
semicolon,;,565328,0.9473
full_stop,.,565342,0.9473
colon,:,565368,0.9473
semicolon,;,565374,0.9474
colon,:,565386,0.9474
semicolon,;,565392,0.9474
colon,:,565401,0.9474
semicolon,;,565404,0.9474
colon,:,565412,0.9474
semicolon,;,565415,0.9474
full_stop,.,565463,0.9475
colon,:,565511,0.9476
semicolon,;,565520,0.9476
colon,:,565542,0.9476
semicolon,;,565562,0.9477
colon,:,565591,0.9477
semicolon,;,565597,0.9477
colon,:,565619,0.9478
semicolon,;,565627,0.9478
colon,:,565651,0.9478
semicolon,;,565659,0.9478
full_stop,.,565686,0.9479
colon,:,565741,0.948
semicolon,;,565750,0.948
colon,:,565771,0.948
semicolon,;,565778,0.948
colon,:,565801,0.9481
semicolon,;,565812,0.9481
colon,:,565835,0.9481
semicolon,;,565841,0.9481
colon,:,565868,0.9482
semicolon,;,565876,0.9482
colon,:,565895,0.9482
semicolon,;,565901,0.9482
full_stop,.,565928,0.9483
colon,:,565962,0.9483
semicolon,;,565965,0.9483
colon,:,565972,0.9484
semicolon,;,565979,0.9484
full_stop,.,565996,0.9484
colon,:,566026,0.9484
semicolon,;,566032,0.9485
full_stop,.,566046,0.9485
colon,:,566077,0.9485
semicolon,;,566083,0.9485
colon,:,566095,0.9486
semicolon,;,566101,0.9486
colon,:,566110,0.9486
semicolon,;,566113,0.9486
colon,:,566128,0.9486
semicolon,;,566134,0.9486
full_stop,.,566148,0.9486
colon,:,566170,0.9487
colon,:,566197,0.9487
semicolon,;,566200,0.9487
full_stop,.,566217,0.9488
colon,:,566261,0.9488
semicolon,;,566281,0.9489
colon,:,566310,0.9489
semicolon,;,566316,0.9489
colon,:,566339,0.949
semicolon,;,566345,0.949
colon,:,566371,0.949
semicolon,;,566379,0.949
colon,:,566400,0.9491
semicolon,;,566409,0.9491
colon,:,566441,0.9491
semicolon,;,566450,0.9492
colon,:,566476,0.9492
semicolon,;,566484,0.9492
full_stop,.,566541,0.9493
colon,:,566565,0.9493
semicolon,;,566571,0.9494
colon,:,566594,0.9494
semicolon,;,566599,0.9494
colon,:,566604,0.9494
semicolon,;,566610,0.9494
colon,:,566622,0.9494
semicolon,;,566628,0.9495
full_stop,.,566645,0.9495
colon,:,566678,0.9495
semicolon,;,566687,0.9496
colon,:,566696,0.9496
semicolon,;,566702,0.9496
colon,:,566710,0.9496
semicolon,;,566730,0.9496
colon,:,566745,0.9496
semicolon,;,566751,0.9497
full_stop,.,566765,0.9497
colon,:,566794,0.9497
semicolon,;,566800,0.9497
colon,:,566807,0.9498
semicolon,;,566816,0.9498
colon,:,566824,0.9498
semicolon,;,566836,0.9498
colon,:,566853,0.9498
semicolon,;,566864,0.9498
colon,:,566887,0.9499
semicolon,;,566895,0.9499
full_stop,.,566909,0.9499
colon,:,566934,0.95
semicolon,;,566940,0.95
colon,:,566952,0.95
semicolon,;,566958,0.95
colon,:,566967,0.95
semicolon,;,566970,0.95
colon,:,566978,0.95
semicolon,;,566981,0.95
colon,:,566992,0.9501
semicolon,;,566998,0.9501
colon,:,567032,0.9501
full_stop,.,567043,0.9501
colon,:,567081,0.9502
comma,",",567091,0.9502
semicolon,;,567097,0.9502
full_stop,.,567151,0.9503
colon,:,567203,0.9504
semicolon,;,567212,0.9504
colon,:,567234,0.9505
semicolon,;,567254,0.9505
colon,:,567283,0.9505
semicolon,;,567289,0.9506
colon,:,567312,0.9506
semicolon,;,567318,0.9506
colon,:,567340,0.9506
semicolon,;,567348,0.9507
full_stop,.,567375,0.9507
colon,:,567405,0.9508
semicolon,;,567414,0.9508
colon,:,567422,0.9508
semicolon,;,567434,0.9508
colon,:,567446,0.9508
semicolon,;,567454,0.9508
full_stop,.,567468,0.9509
colon,:,567499,0.9509
semicolon,;,567502,0.9509
colon,:,567516,0.9509
semicolon,;,567522,0.9509
full_stop,.,567536,0.951
colon,:,567574,0.951
semicolon,;,567580,0.951
colon,:,567593,0.9511
full_stop,.,567596,0.9511
semicolon,;,567598,0.9511
full_stop,.,567612,0.9511
colon,:,567634,0.9511
colon,:,567661,0.9512
semicolon,;,567664,0.9512
full_stop,.,567710,0.9513
colon,:,567756,0.9513
semicolon,;,567765,0.9514
colon,:,567787,0.9514
semicolon,;,567806,0.9514
colon,:,567835,0.9515
semicolon,;,567841,0.9515
colon,:,567864,0.9515
semicolon,;,567870,0.9515
colon,:,567892,0.9516
semicolon,;,567900,0.9516
full_stop,.,567927,0.9516
colon,:,567951,0.9517
semicolon,;,567960,0.9517
colon,:,567968,0.9517
semicolon,;,567980,0.9517
colon,:,567992,0.9517
semicolon,;,568000,0.9518
colon,:,568015,0.9518
semicolon,;,568035,0.9518
colon,:,568051,0.9518
semicolon,;,568057,0.9518
full_stop,.,568071,0.9519
colon,:,568095,0.9519
semicolon,;,568101,0.9519
colon,:,568113,0.9519
semicolon,;,568119,0.9519
colon,:,568128,0.952
semicolon,;,568131,0.952
colon,:,568146,0.952
semicolon,;,568152,0.952
full_stop,.,568166,0.952
colon,:,568181,0.9521
colon,:,568208,0.9521
semicolon,;,568211,0.9521
colon,:,568284,0.9522
semicolon,;,568290,0.9522
colon,:,568322,0.9523
semicolon,;,568331,0.9523
colon,:,568353,0.9523
semicolon,;,568373,0.9524
colon,:,568402,0.9524
semicolon,;,568408,0.9524
colon,:,568431,0.9525
semicolon,;,568437,0.9525
colon,:,568463,0.9525
semicolon,;,568471,0.9525
colon,:,568515,0.9526
semicolon,;,568521,0.9526
colon,:,568533,0.9526
semicolon,;,568539,0.9527
colon,:,568548,0.9527
semicolon,;,568551,0.9527
colon,:,568559,0.9527
semicolon,;,568571,0.9527
colon,:,568582,0.9527
semicolon,;,568588,0.9527
colon,:,568610,0.9528
colon,:,568637,0.9528
semicolon,;,568640,0.9528
full_stop,.,568657,0.9529
colon,:,568678,0.9529
semicolon,;,568684,0.9529
colon,:,568695,0.9529
semicolon,;,568701,0.9529
colon,:,568706,0.9529
semicolon,;,568711,0.9529
colon,:,568728,0.953
semicolon,;,568736,0.953
colon,:,568751,0.953
semicolon,;,568757,0.953
full_stop,.,568774,0.953
colon,:,568811,0.9531
semicolon,;,568825,0.9531
colon,:,568848,0.9532
semicolon,;,568858,0.9532
colon,:,568890,0.9532
semicolon,;,568899,0.9533
colon,:,568920,0.9533
semicolon,;,568927,0.9533
colon,:,568958,0.9534
semicolon,;,568964,0.9534
colon,:,568993,0.9534
semicolon,;,568999,0.9534
colon,:,569024,0.9535
semicolon,;,569030,0.9535
colon,:,569056,0.9535
full_stop,.,569063,0.9535
semicolon,;,569071,0.9535
colon,:,569097,0.9536
comma,",",569115,0.9536
comma,",",569117,0.9536
comma,",",569119,0.9536
full_stop,.,569121,0.9536
semicolon,;,569124,0.9536
full_stop,.,569151,0.9537
colon,:,569164,0.9537
colon,:,569189,0.9537
semicolon,;,569198,0.9538
colon,:,569209,0.9538
semicolon,;,569227,0.9538
colon,:,569244,0.9538
semicolon,;,569250,0.9538
comma,",",569258,0.9539
colon,:,569272,0.9539
full_stop,.,569310,0.9539
comma,",",569329,0.954
colon,:,569356,0.954
colon,:,569372,0.954
colon,:,569375,0.9541
full_stop,.,569378,0.9541
comma,",",569387,0.9541
colon,:,569409,0.9541
colon,:,569425,0.9541
colon,:,569428,0.9541
full_stop,.,569431,0.9541
comma,",",569440,0.9542
colon,:,569453,0.9542
comma,",",569459,0.9542
colon,:,569471,0.9542
comma,",",569483,0.9542
colon,:,569493,0.9543
comma,",",569527,0.9543
colon,:,569539,0.9543
comma,",",569554,0.9544
colon,:,569567,0.9544
colon,:,569590,0.9544
comma,",",569642,0.9545
colon,:,569659,0.9545
full_stop,.,569705,0.9546
colon,:,569743,0.9547
semicolon,;,569750,0.9547
colon,:,569771,0.9547
semicolon,;,569801,0.9548
colon,:,569829,0.9548
semicolon,;,569834,0.9548
colon,:,569855,0.9549
semicolon,;,569863,0.9549
colon,:,569886,0.9549
semicolon,;,569894,0.9549
full_stop,.,569918,0.955
colon,:,569963,0.955
semicolon,;,569975,0.9551
colon,:,569995,0.9551
semicolon,;,570009,0.9551
colon,:,570031,0.9552
semicolon,;,570042,0.9552
colon,:,570064,0.9552
semicolon,;,570070,0.9552
colon,:,570096,0.9553
semicolon,;,570104,0.9553
colon,:,570122,0.9553
semicolon,;,570128,0.9553
full_stop,.,570152,0.9554
colon,:,570183,0.9554
semicolon,;,570186,0.9554
colon,:,570193,0.9554
semicolon,;,570207,0.9554
colon,:,570220,0.9555
comma,",",570234,0.9555
semicolon,;,570245,0.9555
full_stop,.,570258,0.9555
colon,:,570283,0.9556
semicolon,;,570297,0.9556
colon,:,570304,0.9556
semicolon,;,570316,0.9556
colon,:,570325,0.9556
semicolon,;,570334,0.9557
colon,:,570349,0.9557
semicolon,;,570354,0.9557
colon,:,570365,0.9557
full_stop,.,570368,0.9557
semicolon,;,570374,0.9557
colon,:,570387,0.9558
semicolon,;,570392,0.9558
colon,:,570405,0.9558
comma,",",570419,0.9558
semicolon,;,570430,0.9558
full_stop,.,570445,0.9558
colon,:,570472,0.9559
semicolon,;,570483,0.9559
full_stop,.,570496,0.9559
colon,:,570524,0.956
semicolon,;,570530,0.956
colon,:,570542,0.956
semicolon,;,570548,0.956
colon,:,570557,0.956
semicolon,;,570560,0.956
colon,:,570575,0.9561
semicolon,;,570580,0.9561
colon,:,570592,0.9561
semicolon,;,570600,0.9561
colon,:,570611,0.9561
full_stop,.,570614,0.9561
semicolon,;,570620,0.9561
colon,:,570627,0.9562
semicolon,;,570639,0.9562
full_stop,.,570652,0.9562
colon,:,570671,0.9562
colon,:,570698,0.9563
semicolon,;,570701,0.9563
full_stop,.,570739,0.9563
colon,:,570767,0.9564
semicolon,;,570773,0.9564
colon,:,570778,0.9564
semicolon,;,570783,0.9564
colon,:,570791,0.9564
semicolon,;,570799,0.9564
colon,:,570810,0.9565
semicolon,;,570816,0.9565
full_stop,.,570831,0.9565
colon,:,570854,0.9565
semicolon,;,570860,0.9565
colon,:,570873,0.9566
semicolon,;,570881,0.9566
colon,:,570893,0.9566
semicolon,;,570900,0.9566
colon,:,570909,0.9566
semicolon,;,570919,0.9566
colon,:,570934,0.9567
semicolon,;,570939,0.9567
colon,:,570950,0.9567
full_stop,.,570953,0.9567
semicolon,;,570959,0.9567
colon,:,570967,0.9567
semicolon,;,570997,0.9568
colon,:,571010,0.9568
comma,",",571024,0.9568
semicolon,;,571035,0.9568
full_stop,.,571048,0.9569
full_stop,.,571061,0.9569
colon,:,571076,0.9569
semicolon,;,571107,0.957
colon,:,571119,0.957
semicolon,;,571132,0.957
colon,:,571143,0.957
semicolon,;,571150,0.957
full_stop,.,571165,0.9571
colon,:,571188,0.9571
semicolon,;,571202,0.9571
colon,:,571209,0.9571
semicolon,;,571215,0.9571
colon,:,571223,0.9572
semicolon,;,571229,0.9572
colon,:,571243,0.9572
semicolon,;,571248,0.9572
colon,:,571256,0.9572
semicolon,;,571278,0.9572
colon,:,571293,0.9573
semicolon,;,571298,0.9573
colon,:,571311,0.9573
semicolon,;,571314,0.9573
full_stop,.,571327,0.9573
full_stop,.,571340,0.9573
colon,:,571355,0.9574
semicolon,;,571386,0.9574
colon,:,571398,0.9574
semicolon,;,571412,0.9575
full_stop,.,571457,0.9575
colon,:,571498,0.9576
semicolon,;,571516,0.9576
colon,:,571537,0.9577
semicolon,;,571543,0.9577
colon,:,571569,0.9577
semicolon,;,571591,0.9578
colon,:,571619,0.9578
semicolon,;,571622,0.9578
colon,:,571644,0.9579
semicolon,;,571655,0.9579
colon,:,571676,0.9579
semicolon,;,571684,0.9579
colon,:,571706,0.958
semicolon,;,571712,0.958
colon,:,571738,0.958
semicolon,;,571746,0.958
colon,:,571764,0.9581
semicolon,;,571770,0.9581
colon,:,571794,0.9581
semicolon,;,571800,0.9581
full_stop,.,571824,0.9582
colon,:,571855,0.9582
comma,",",571869,0.9582
semicolon,;,571880,0.9583
colon,:,571893,0.9583
semicolon,;,571898,0.9583
colon,:,571905,0.9583
semicolon,;,571917,0.9583
colon,:,571928,0.9583
full_stop,.,571931,0.9583
semicolon,;,571937,0.9583
colon,:,571953,0.9584
semicolon,;,571964,0.9584
colon,:,571980,0.9584
full_stop,.,571983,0.9584
semicolon,;,571988,0.9584
full_stop,.,572001,0.9585
colon,:,572025,0.9585
semicolon,;,572037,0.9585
colon,:,572049,0.9585
semicolon,;,572057,0.9585
colon,:,572068,0.9586
full_stop,.,572071,0.9586
semicolon,;,572077,0.9586
full_stop,.,572137,0.9587
colon,:,572179,0.9588
semicolon,;,572191,0.9588
colon,:,572212,0.9588
semicolon,;,572218,0.9588
colon,:,572246,0.9589
semicolon,;,572251,0.9589
colon,:,572273,0.9589
semicolon,;,572276,0.9589
colon,:,572297,0.959
semicolon,;,572305,0.959
colon,:,572330,0.959
semicolon,;,572338,0.959
colon,:,572361,0.9591
semicolon,;,572369,0.9591
colon,:,572392,0.9591
semicolon,;,572402,0.9591
full_stop,.,572426,0.9592
colon,:,572467,0.9592
semicolon,;,572473,0.9592
colon,:,572494,0.9593
semicolon,;,572501,0.9593
colon,:,572523,0.9593
semicolon,;,572529,0.9593
colon,:,572558,0.9594
semicolon,;,572566,0.9594
colon,:,572596,0.9595
semicolon,;,572604,0.9595
colon,:,572630,0.9595
semicolon,;,572638,0.9595
colon,:,572663,0.9596
semicolon,;,572675,0.9596
colon,:,572695,0.9596
semicolon,;,572701,0.9596
full_stop,.,572725,0.9597
colon,:,572764,0.9597
comma,",",572784,0.9598
semicolon,;,572791,0.9598
colon,:,572802,0.9598
semicolon,;,572807,0.9598
colon,:,572822,0.9598
semicolon,;,572828,0.9598
colon,:,572837,0.9599
full_stop,.,572840,0.9599
semicolon,;,572842,0.9599
colon,:,572849,0.9599
semicolon,;,572863,0.9599
full_stop,.,572876,0.9599
colon,:,572915,0.96
comma,",",572929,0.96
semicolon,;,572940,0.96
colon,:,572951,0.96
full_stop,.,572954,0.9601
semicolon,;,572959,0.9601
colon,:,572968,0.9601
full_stop,.,572971,0.9601
semicolon,;,572973,0.9601
colon,:,572980,0.9601
semicolon,;,572994,0.9601
colon,:,573010,0.9601
full_stop,.,573013,0.9602
semicolon,;,573018,0.9602
colon,:,573034,0.9602
semicolon,;,573045,0.9602
full_stop,.,573060,0.9602
colon,:,573101,0.9603
semicolon,;,573107,0.9603
colon,:,573132,0.9603
semicolon,;,573139,0.9604
colon,:,573164,0.9604
semicolon,;,573171,0.9604
colon,:,573193,0.9605
semicolon,;,573200,0.9605
colon,:,573221,0.9605
semicolon,;,573224,0.9605
colon,:,573233,0.9605
semicolon,;,573236,0.9605
colon,:,573257,0.9606
semicolon,;,573263,0.9606
colon,:,573278,0.9606
semicolon,;,573281,0.9606
full_stop,.,573305,0.9606
colon,:,573348,0.9607
comma,",",573362,0.9607
semicolon,;,573373,0.9608
colon,:,573397,0.9608
full_stop,.,573400,0.9608
semicolon,;,573406,0.9608
colon,:,573426,0.9608
comma,",",573436,0.9609
comma,",",573440,0.9609
comma,",",573444,0.9609
full_stop,.,573446,0.9609
semicolon,;,573449,0.9609
colon,:,573474,0.9609
semicolon,;,573482,0.9609
colon,:,573503,0.961
semicolon,;,573506,0.961
colon,:,573528,0.961
semicolon,;,573544,0.961
colon,:,573569,0.9611
semicolon,;,573581,0.9611
colon,:,573602,0.9611
semicolon,;,573608,0.9611
colon,:,573633,0.9612
semicolon,;,573639,0.9612
full_stop,.,573663,0.9612
colon,:,573704,0.9613
comma,",",573718,0.9613
semicolon,;,573729,0.9614
colon,:,573755,0.9614
semicolon,;,573760,0.9614
colon,:,573780,0.9614
comma,",",573790,0.9615
comma,",",573794,0.9615
comma,",",573798,0.9615
full_stop,.,573800,0.9615
semicolon,;,573803,0.9615
colon,:,573825,0.9615
semicolon,;,573838,0.9615
colon,:,573862,0.9616
full_stop,.,573865,0.9616
semicolon,;,573871,0.9616
colon,:,573901,0.9616
semicolon,;,573907,0.9616
colon,:,573936,0.9617
full_stop,.,573939,0.9617
semicolon,;,573943,0.9617
colon,:,573972,0.9618
semicolon,;,573983,0.9618
colon,:,574005,0.9618
semicolon,;,574012,0.9618
colon,:,574037,0.9619
semicolon,;,574043,0.9619
colon,:,574068,0.9619
semicolon,;,574080,0.9619
full_stop,.,574141,0.962
colon,:,574177,0.9621
semicolon,;,574184,0.9621
colon,:,574205,0.9621
semicolon,;,574235,0.9622
colon,:,574263,0.9622
semicolon,;,574268,0.9623
colon,:,574289,0.9623
semicolon,;,574297,0.9623
colon,:,574320,0.9623
semicolon,;,574328,0.9624
full_stop,.,574352,0.9624
colon,:,574395,0.9625
semicolon,;,574407,0.9625
colon,:,574427,0.9625
semicolon,;,574441,0.9625
colon,:,574463,0.9626
semicolon,;,574474,0.9626
colon,:,574496,0.9626
semicolon,;,574502,0.9626
colon,:,574528,0.9627
semicolon,;,574536,0.9627
colon,:,574554,0.9627
semicolon,;,574560,0.9627
full_stop,.,574584,0.9628
colon,:,574613,0.9628
semicolon,;,574616,0.9628
colon,:,574623,0.9628
semicolon,;,574637,0.9629
colon,:,574650,0.9629
comma,",",574664,0.9629
semicolon,;,574675,0.9629
colon,:,574686,0.963
full_stop,.,574689,0.963
semicolon,;,574695,0.963
full_stop,.,574708,0.963
colon,:,574734,0.963
semicolon,;,574748,0.9631
colon,:,574755,0.9631
semicolon,;,574767,0.9631
colon,:,574776,0.9631
semicolon,;,574785,0.9631
colon,:,574800,0.9631
semicolon,;,574805,0.9632
colon,:,574816,0.9632
full_stop,.,574819,0.9632
semicolon,;,574825,0.9632
colon,:,574838,0.9632
semicolon,;,574843,0.9632
colon,:,574856,0.9632
comma,",",574870,0.9633
semicolon,;,574881,0.9633
full_stop,.,574896,0.9633
colon,:,574921,0.9633
semicolon,;,574927,0.9634
full_stop,.,574974,0.9634
colon,:,575017,0.9635
semicolon,;,575035,0.9635
colon,:,575056,0.9636
semicolon,;,575062,0.9636
colon,:,575090,0.9636
semicolon,;,575095,0.9636
colon,:,575117,0.9637
semicolon,;,575128,0.9637
colon,:,575149,0.9637
semicolon,;,575159,0.9637
colon,:,575185,0.9638
comma,",",575199,0.9638
semicolon,;,575210,0.9638
colon,:,575234,0.9639
full_stop,.,575237,0.9639
semicolon,;,575243,0.9639
colon,:,575265,0.9639
semicolon,;,575271,0.9639
colon,:,575295,0.964
semicolon,;,575301,0.964
colon,:,575319,0.964
semicolon,;,575325,0.964
full_stop,.,575349,0.9641
colon,:,575373,0.9641
semicolon,;,575379,0.9641
colon,:,575384,0.9641
semicolon,;,575389,0.9641
full_stop,.,575402,0.9642
colon,:,575431,0.9642
semicolon,;,575436,0.9642
colon,:,575443,0.9642
semicolon,;,575455,0.9642
full_stop,.,575468,0.9643
colon,:,575491,0.9643
semicolon,;,575503,0.9643
full_stop,.,575546,0.9644
colon,:,575585,0.9645
semicolon,;,575603,0.9645
colon,:,575624,0.9645
semicolon,;,575630,0.9645
colon,:,575656,0.9646
semicolon,;,575678,0.9646
colon,:,575706,0.9647
semicolon,;,575709,0.9647
colon,:,575731,0.9647
semicolon,;,575742,0.9647
colon,:,575770,0.9648
semicolon,;,575776,0.9648
colon,:,575802,0.9648
comma,",",575819,0.9649
semicolon,;,575830,0.9649
colon,:,575854,0.9649
full_stop,.,575857,0.9649
semicolon,;,575863,0.9649
colon,:,575889,0.965
semicolon,;,575899,0.965
colon,:,575919,0.965
semicolon,;,575931,0.965
colon,:,575957,0.9651
full_stop,.,575960,0.9651
semicolon,;,575962,0.9651
full_stop,.,575986,0.9651
colon,:,576032,0.9652
comma,",",576046,0.9652
semicolon,;,576057,0.9653
colon,:,576083,0.9653
semicolon,;,576088,0.9653
colon,:,576112,0.9653
